epoch,learning_rate,step,train_loss_epoch,train_loss_step,val_acc,val_loss
23,,383,,,0.09375,2.272125244140625
23,1.5430499843205325e-05,383,2.2516632080078125,,,
24,,399,,2.4024658203125,,
24,,399,,,0.09375,2.2712554931640625
24,1.5430499843205325e-05,399,2.2485198974609375,,,
25,,415,,,0.09375,2.270782470703125
25,1.5430499843205325e-05,415,2.2369155883789062,,,
26,,431,,,0.09375,2.27044677734375
26,1.5430499843205325e-05,431,2.257770538330078,,,
27,,447,,,0.09375,2.2707977294921875
27,1.5430499843205325e-05,447,2.249858856201172,,,
28,,449,,2.2939453125,,
28,,463,,,0.09375,2.27099609375
28,1.5430499843205325e-05,463,2.257801055908203,,,
29,,479,,,0.09375,2.27099609375
29,1.5430499843205325e-05,479,2.2435264587402344,,,
30,,495,,,0.09375,2.2694244384765625
30,1.3887450222682673e-05,495,2.266887664794922,,,
31,,499,,2.3331298828125,,
31,,511,,,0.09375,2.26861572265625
31,1.3887450222682673e-05,511,2.2517242431640625,,,
32,,527,,,0.09375,2.267303466796875
32,1.3887450222682673e-05,527,2.2488136291503906,,,
33,,543,,,0.09375,2.2666473388671875
33,1.3887450222682673e-05,543,2.2257652282714844,,,
34,,549,,2.2696533203125,,
34,,559,,,0.09375,2.2665557861328125
34,1.3887450222682673e-05,559,2.2508773803710938,,,
35,,575,,,0.09375,2.265655517578125
35,1.3887450222682673e-05,575,2.2471885681152344,,,
36,,591,,,0.09375,2.264312744140625
36,1.3887450222682673e-05,591,2.257160186767578,,,
37,,599,,2.2437744140625,,
37,,607,,,0.09375,2.263580322265625
37,1.3887450222682673e-05,607,2.238616943359375,,,
38,,623,,,0.09375,2.26312255859375
38,1.3887450222682673e-05,623,2.250896453857422,,,
39,,639,,,0.09375,2.2616729736328125
39,1.3887450222682673e-05,639,2.2301025390625,,,
40,,649,,2.30535888671875,,
40,,655,,,0.09375,2.2603912353515625
40,1.2498704563768115e-05,655,2.2414321899414062,,,
41,,671,,,0.09375,2.260040283203125
41,1.2498704563768115e-05,671,2.260234832763672,,,
42,,687,,,0.09375,2.2591400146484375
42,1.2498704563768115e-05,687,2.2235946655273438,,,
43,,699,,2.24298095703125,,
43,,703,,,0.09375,2.2575836181640625
43,1.2498704563768115e-05,703,2.224334716796875,,,
44,,719,,,0.09375,2.25738525390625
44,1.2498704563768115e-05,719,2.2383155822753906,,,
45,,735,,,0.09375,2.2555389404296875
45,1.2498704563768115e-05,735,2.246692657470703,,,
46,,749,,2.16180419921875,,
46,,751,,,0.09375,2.254852294921875
46,1.2498704563768115e-05,751,2.2518463134765625,,,
47,,767,,,0.09375,2.2555694580078125
47,1.2498704563768115e-05,767,2.232921600341797,,,
48,,783,,,0.09375,2.255218505859375
48,1.2498704563768115e-05,783,2.2502784729003906,,,
49,,799,,2.1646728515625,,
49,,799,,,0.09375,2.2527923583984375
49,1.2498704563768115e-05,799,2.241718292236328,,,
50,,815,,,0.09375,2.252044677734375
50,1.1248834198340774e-05,815,2.2486190795898438,,,
51,,831,,,0.09375,2.25079345703125
51,1.1248834198340774e-05,831,2.214221954345703,,,
52,,847,,,0.09375,2.2493133544921875
52,1.1248834198340774e-05,847,2.2412376403808594,,,
53,,849,,2.32513427734375,,
53,,863,,,0.09375,2.249114990234375
53,1.1248834198340774e-05,863,2.2376632690429688,,,
54,,879,,,0.09375,2.247222900390625
54,1.1248834198340774e-05,879,2.2052230834960938,,,
55,,895,,,0.09375,2.2459716796875
55,1.1248834198340774e-05,895,2.2229042053222656,,,
56,,899,,2.19189453125,,
56,,911,,,0.09375,2.24322509765625
56,1.1248834198340774e-05,911,2.2160873413085938,,,
57,,927,,,0.09375,2.24041748046875
57,1.1248834198340774e-05,927,2.222820281982422,,,
58,,943,,,0.078125,2.23828125
58,1.1248834198340774e-05,943,2.2407684326171875,,,
59,,949,,2.14276123046875,,
59,,959,,,0.0625,2.235809326171875
59,1.1248834198340774e-05,959,2.227863311767578,,,
60,,975,,,0.140625,2.2364044189453125
60,1.0123951142304577e-05,975,2.209320068359375,,,
61,,991,,,0.15625,2.2325897216796875
61,1.0123951142304577e-05,991,2.2127838134765625,,,
62,,999,,2.1448974609375,,
62,,1007,,,0.15625,2.2304229736328125
62,1.0123951142304577e-05,1007,2.228668212890625,,,
63,,1023,,,0.15625,2.2288665771484375
63,1.0123951142304577e-05,1023,2.20025634765625,,,
64,,1039,,,0.125,2.2259521484375
64,1.0123951142304577e-05,1039,2.2157669067382812,,,
65,,1049,,2.12725830078125,,
65,,1055,,,0.140625,2.2240447998046875
65,1.0123951142304577e-05,1055,2.176311492919922,,,
66,,1071,,,0.15625,2.2215118408203125
66,1.0123951142304577e-05,1071,2.2212371826171875,,,
67,,1087,,,0.15625,2.219573974609375
67,1.0123951142304577e-05,1087,2.2089576721191406,,,
