,accuracy,f1_score,loss,precision_1,recall_1,val_accuracy,val_f1_score,val_loss,val_precision_1,val_recall_1,learning_rate,time_per_epoch
28,0.57421875,0.5717728137969971,1.1918866634368896,0.800000011920929,0.234375,0.625,0.589335560798645,1.3562049865722656,1.0,0.03125,0.0003000000142492354,62.236778259277344
29,0.609375,0.6066214442253113,1.1204895973205566,0.8947368264198303,0.265625,0.65625,0.6587300896644592,1.306511402130127,1.0,0.0625,3.000000106112566e-05,63.47295689582825
30,0.640625,0.640588641166687,1.0940237045288086,0.8809523582458496,0.2890625,0.6875,0.6771283745765686,1.2849035263061523,0.6666666865348816,0.0625,3.000000106112566e-05,61.518906354904175
31,0.65234375,0.652894139289856,1.0898470878601074,0.9375,0.29296875,0.65625,0.6552960276603699,1.281825304031372,1.0,0.09375,3.000000106112566e-05,63.40739178657532
32,0.63671875,0.6277192234992981,1.0679601430892944,0.9069767594337463,0.3046875,0.65625,0.6552960276603699,1.2763473987579346,1.0,0.09375,3.000000106112566e-05,62.91066932678223
33,0.64453125,0.636208176612854,1.1047533750534058,0.8539325594902039,0.296875,0.6875,0.6771283745765686,1.2682433128356934,0.75,0.09375,3.000000106112566e-05,62.99279427528381
34,0.62890625,0.6253840923309326,1.0992156267166138,0.9166666865348816,0.30078125,0.6875,0.6771283745765686,1.271010160446167,1.0,0.09375,3.000000106112566e-05,62.83571910858154
35,0.640625,0.6344079971313477,1.1123127937316895,0.8426966071128845,0.29296875,0.6875,0.6771283745765686,1.2655045986175537,1.0,0.09375,3.000000106112566e-05,61.85239100456238
36,0.67578125,0.6768637299537659,1.0631535053253174,0.9080459475517273,0.30859375,0.6875,0.6771283745765686,1.2720682621002197,1.0,0.09375,3.000000106112566e-05,63.667224168777466
37,0.6328125,0.6268710494041443,1.0874333381652832,0.8426966071128845,0.29296875,0.65625,0.6552960276603699,1.2709550857543945,1.0,0.09375,3.000000106112566e-05,64.24727630615234
38,0.62890625,0.6169334650039673,1.1059014797210693,0.8734177350997925,0.26953125,0.65625,0.6552960276603699,1.2700188159942627,1.0,0.09375,3.000000106112566e-06,63.14957666397095
39,0.64453125,0.6434580087661743,1.0805867910385132,0.8823529481887817,0.29296875,0.65625,0.6552960276603699,1.2686922550201416,1.0,0.125,3.000000106112566e-06,63.51862812042236
40,0.66015625,0.6573702096939087,1.0893793106079102,0.8809523582458496,0.2890625,0.65625,0.6552960276603699,1.2687431573867798,1.0,0.125,3.000000106112566e-07,62.72532367706299
41,0.67578125,0.678093433380127,1.0695589780807495,0.9186046719551086,0.30859375,0.65625,0.6552960276603699,1.2686138153076172,1.0,0.125,3.000000106112566e-07,64.77609968185425
42,0.6640625,0.6574491262435913,1.0724005699157715,0.8876404762268066,0.30859375,0.65625,0.6552960276603699,1.2686131000518799,1.0,0.125,3.000000248221113e-08,62.021331548690796
43,0.65234375,0.6445779204368591,1.0557430982589722,0.9111111164093018,0.3203125,0.65625,0.6552960276603699,1.2685991525650024,1.0,0.125,3.000000248221113e-08,61.54041767120361
44,0.62890625,0.6195824146270752,1.0714505910873413,0.9367088675498962,0.2890625,0.65625,0.6552960276603699,1.2685991525650024,1.0,0.125,3.000000248221113e-09,62.40232801437378
45,0.64453125,0.6412965655326843,1.0792641639709473,0.8941176533699036,0.296875,0.65625,0.6552960276603699,1.2685991525650024,1.0,0.125,3.000000248221113e-09,62.83062553405762
